date,4953
2022/09,79.9
2022/10,76.9
2022/11,84.6
2022/12,82.7
2023/01,90.2
2023/02,106
2023/03,117
2023/04,122.5
2023/05,119
2023/06,113.5
2023/07,157
2023/08,115.5
