date,3231
2022/08,27.7
2022/09,26.55
2022/10,26.05
2022/11,27.65
2022/12,29.4
2023/01,31.5
2023/02,33.15
2023/03,41.85
2023/04,46.5
2023/05,66.7
2023/06,90.8
2023/07,141.5
