date,8213
2021/11,46.4
2021/12,48.55
2022/01,46.6
2022/02,51.2
2022/03,50.8
2022/04,49.05
2022/05,53.4
2022/06,38.2
2022/07,37
2022/08,38.4
2022/09,33.9
2022/10,32.6
